Station ID,Visit,Data_Source,Location,Date,Chl,MC
NLA06608-2185,1,NLA 07,,,4.2,NA
NLA06608-2187,1,NLA 07,,,14.96,NA
NLA06608-2187,1,NLA 12,,,7.95,NA
NLA06608-2187,1,NLA 12,,,18,NA
NLA06608-2187,2,NLA 12,,,17.52,0.12507
NLA06608-2187,2,NLA 12,,,7.56,0.10268
NLA06608-2193,1,NLA 07,,,1.664,NA
NLA06608-2193,1,NLA 12,,,7.16,NA
NLA06608-2193,1,NLA 12,,,7.912,NA
NLA06608-2193,2,NLA 12,,,4.4,NA
NLA06608-2193,2,NLA 12,,,10.72,NA
NLA06608-2196,1,NLA 07,,,3.376,0.34
NLA06608-2217,1,NLA 07,,,2.787,NA
NLA06608-2217,1,NLA 12,,,3.3075,0.102
NLA06608-2217,1,NLA 12,,,1.92,NA
NLA06608-2219,1,NLA 07,,,20.52,NA
NLA06608-2241,1,NLA 07,,,1.128,NA
NLA06608-2241,1,NLA 12,,,6.99,0.11861
NLA06608-2241,1,NLA 12,,,3.701333333,NA
NLA06608-2250,1,NLA 07,,,0.701,NA
NLA06608-2253,1,NLA 07,,,30.08,NA
NLA06608-2257,1,NLA 07,,,1.911,NA
NLA06608-2257,1,NLA 12,,,1.25,NA
NLA06608-2257,1,NLA 12,,,1.872,NA
NLA06608-2260,1,NLA 12,,,2.76,0.10929
NLA06608-2260,1,NLA 12,,,3.28,NA
NLA06608-2266,1,NLA 07,,,1.624,NA
NLA06608-2267,1,NLA 07,,,8.5,1.1
NLA06608-2283,1,NLA 07,,,3.426,NA
NLA06608-2283,1,NLA 12,,,4.272,0.17021
NLA06608-2283,1,NLA 12,,,4.16,0.21567
NLA06608-2305,1,NLA 07,,,6.537,NA
NLA06608-2305,1,NLA 12,,,1.61,NA
NLA06608-2305,1,NLA 12,,,2.824,NA
NLA06608-2313,1,NLA 12,,,NA,0.13441
NLA06608-2313,1,NLA 12,,,0.329142857,0.21742
NLA06608-2318,1,NLA 12,,,46.72,1.24517
NLA06608-2318,1,NLA 12,,,48.96,1.7753
NLA06608-2322,1,NLA 07,,,3.568,NA
NLA06608-2332,1,NLA 07,,,14.288,NA
NLA06608-2332,1,NLA 12,,,23.2,1.53634
NLA06608-2332,1,NLA 12,,,27.36,1.01186
NLA06608-2332,2,NLA 12,,,16.64,0.10224
NLA06608-2332,2,NLA 12,,,7.94,NA
NLA06608-2333,1,NLA 07,,,68.88,NA
NLA06608-2333,1,NLA 12,,,18.4,0.17325
NLA06608-2333,1,NLA 12,,,12.72,0.14071
NLA06608-2345,1,NLA 07,,,3.04,NA
NLA06608-2354,1,NLA 07,,,7.776,0.2
NLA06608-2372,1,NLA 07,,,4.837,NA
NLA06608-2379,1,NLA 07,,,1.416,NA
NLA06608-2418,1,NLA 07,,,24.32,NA
NLA06608-2418,1,NLA 12,,,5.152,NA
NLA06608-2418,1,NLA 12,,,4.43,NA
NLA06608-2418,2,NLA 12,,,5.568,NA
NLA06608-2418,2,NLA 12,,,11.55,NA
NLA06608-2426,1,NLA 07,,,69.6,0.49
NLA06608-2429,1,NLA 07,,,2.448,NA
NLA06608-2438,1,NLA 07,,,4.64,NA
NLA06608-2450,1,NLA 07,,,0.904,NA
NLA06608-2450,1,NLA 12,,,1.013333333,NA
NLA06608-2450,1,NLA 12,,,0.98,NA
NLA06608-2453,1,NLA 07,,,4.593,NA
NLA06608-2457,1,NLA 07,,,3.688,NA
NLA06608-2463,1,NLA 07,,,1.576,NA
NLA06608-2463,1,NLA 12,,,1.668,NA
NLA06608-2463,1,NLA 12,,,1.24,0.17724
NLA06608-2466,1,NLA 12,,,7.76,NA
NLA06608-2466,1,NLA 12,,,8.88,0.11349
NLA06608-2477,1,NLA 07,,,1.832,NA
NLA06608-2481,1,NLA 07,,,0.952,NA
NLA06608-2492,1,NLA 07,,,19.36,NA
NLA06608-2492,1,NLA 12,,,16.32,0.12532
NLA06608-2492,1,NLA 12,,,25.76,0.14286
NLA06608-2497,1,NLA 07,,,20.914,NA
NLA06608-2507,1,NLA 07,,,38.016,0.21
NLA06608-2513,1,NLA 07,,,3.541,NA
NLA06608-2513,1,NLA 12,,,1.64,NA
NLA06608-2513,1,NLA 12,,,1.770666667,NA
NLA06608-2523,1,NLA 07,,,13.5,NA
NLA06608-2524,1,NLA 07,,,41.904,NA
NLA06608-2565,1,NLA 07,,,7.096,NA
NLA06608-2566,1,NLA 07,,,4.432,NA
NLA06608-2593,1,NLA 07,,,38.2,0.16
NLA06608-2593,1,NLA 12,,,23.52,0.71208
NLA06608-2593,1,NLA 12,,,NA,0.75745
NLA06608-2593,2,NLA 12,,,31.84,0.20492
NLA06608-2593,2,NLA 12,,,33.76,0.30455
NLA06608-2609,1,NLA 12,,,71.2,0.10231
NLA06608-2609,1,NLA 12,,,60.8,NA
NLA06608-2629,1,NLA 07,,,27.16,0.16
NLA06608-2629,1,NLA 12,,,29.2,0.35393
NLA06608-2629,1,NLA 12,,,34.64,0.21567
NLA06608-2634,1,NLA 07,,,1.17,NA
NLA06608-2640,1,NLA 07,,,25.12,18
NLA06608-2640,1,NLA 12,,,32.26666667,NA
NLA06608-2640,1,NLA 12,,,33.68,0.14762
NLA06608-2644,1,NLA 07,,,4.427,0.7
NLA06608-2655,1,NLA 07,,,29.457,NA
NLA06608-2655,1,NLA 12,,,33.6,0.21493
NLA06608-2655,1,NLA 12,,,37.6,0.21851
NLA06608-2657,1,NLA 07,,,20.6,NA
NLA06608-2657,1,NLA 12,,,2.3776,NA
NLA06608-2657,1,NLA 12,,,2.7,NA
NLA06608-2663,1,NLA 07,,,2.032,4.3
NLA06608-2673,1,NLA 07,,,1.331,NA
NLA06608-2685,1,NLA 07,,,2.432,NA
NLA06608-2696,1,NLA 07,,,41.76,0.21
NLA06608-2696,1,NLA 12,,,29.2,0.11999
NLA06608-2696,1,NLA 12,,,57,0.12108
NLA06608-2704,1,NLA 07,,,25.88,0.55
NLA06608-2708,1,NLA 07,,,5.16,0.11
NLA06608-2714,1,NLA 07,,,9.067,NA
NLA06608-2715,1,NLA 07,,,4.752,NA
NLA06608-2726,1,NLA 07,,,1.179,NA
NLA06608-2740,1,NLA 07,,,11.368,NA
NLA06608-2740,1,NLA 12,,,6.5,NA
NLA06608-2740,1,NLA 12,,,5.82,NA
NLA06608-2753,1,NLA 07,,,3.392,NA
NLA06608-2759,1,NLA 07,,,1.116,NA
NLA06608-2761,1,NLA 12,,,1.68,NA
NLA06608-2761,1,NLA 12,,,2.02,NA
NLA06608-2776,1,NLA 07,,,13.856,NA
NLA06608-2779,1,NLA 07,,,6,0.11
NLA06608-2790,1,NLA 12,,,5.32,0.12516
NLA06608-2790,1,NLA 12,,,5.53,NA
NLA06608-2797,1,NLA 07,,,2.016,NA
NLA06608-2797,1,NLA 12,,,4.714666667,0.12735
NLA06608-2797,1,NLA 12,,,2.06,NA
NLA06608-2800,1,NLA 07,,,2.411,NA
NLA06608-2800,1,NLA 12,,,0.464,NA
NLA06608-2800,1,NLA 12,,,0.57,NA
NLA06608-2801,1,NLA 07,,,6.816,NA
NLA06608-2807,1,NLA 07,,,NA,NA
NLA06608-2823,1,NLA 07,,,24.32,NA
NLA06608-2823,1,NLA 12,,,12.096,0.174
NLA06608-2823,1,NLA 12,,,22.63,0.20789
NLA06608-2824,1,NLA 07,,,25.28,0.31
NLA06608-2824,1,NLA 12,,,157.86,0.17042
NLA06608-2824,1,NLA 12,,,163.8,0.24051
NLA06608-2831,1,NLA 07,,,37.6,NA
NLA06608-2833,1,NLA 07,,,3.061,NA
NLA06608-2833,1,NLA 12,,,1.568,NA
NLA06608-2833,1,NLA 12,,,1.56,NA
NLA06608-2874,1,NLA 07,,,3.94,0.24
NLA06608-2881,1,NLA 07,,,0.886,NA
NLA06608-2881,1,NLA 12,,,1.07,NA
NLA06608-2881,1,NLA 12,,,1.134,NA
NLA06608-2889,1,NLA 07,,,1.772,NA
NLA06608-2891,1,NLA 07,,,7.2,0.33
NLA06608-2916,1,NLA 07,,,1.984,NA
NLA06608-2916,1,NLA 12,,,13.87,0.63159
NLA06608-2916,1,NLA 12,,,16.24,1.04853
NLA06608-2924,1,NLA 07,,,12.64,NA
NLA06608-2924,1,NLA 12,,,12.43,0.16935
NLA06608-2924,1,NLA 12,,,12.704,0.13839
NLA06608-2950,1,NLA 12,,,1.6,NA
NLA06608-2950,1,NLA 12,,,0.7,NA
NLA06608-2954,1,NLA 07,,,136.656,6.1
NLA06608-2955,1,NLA 07,,,32.976,NA
NLA06608-2955,1,NLA 12,,,12.2,NA
NLA06608-2955,1,NLA 12,,,32,0.10968
NLA06608-2972,1,NLA 07,,,145,21
NLA06608-2972,1,NLA 12,,,257.33,18.3139
NLA06608-2972,1,NLA 12,,,269.3333333,13.33645
NLA06608-2979,1,NLA 12,,,13.68,NA
NLA06608-2979,1,NLA 12,,,13.56,NA
NLA06608-2987,1,NLA 07,,,15.184,3.3
NLA06608-2996,1,NLA 07,,,16.64,NA
NLA06608-3030,1,NLA 12,,,1.17,NA
NLA06608-3030,1,NLA 12,,,1.851428571,NA
NLA06608-3031,1,NLA 12,,,2.52,NA
NLA06608-3031,1,NLA 12,,,1.87,0.11932
NLA06608-3032,1,NLA 07,,,44.928,NA
NLA06608-3035,1,NLA 07,,,3.251,0.17
NLA06608-3063,1,NLA 12,,,56.4,4.0343
NLA06608-3063,1,NLA 12,,,62.4,4.3104
NLA06608-3074,1,NLA 12,,,2.03,0.12299
NLA06608-3074,1,NLA 12,,,1.66,0.11743
NLA06608-3083,1,NLA 07,,,20.64,NA
NLA06608-3096,1,NLA 07,,,9.867,NA
NLA06608-3121,1,NLA 07,,,14.64,0.2
NLA06608-3121,1,NLA 12,,,1.168,NA
NLA06608-3121,1,NLA 12,,,1.48,NA
NLA06608-3121,2,NLA 12,,,11.68,NA
NLA06608-3121,2,NLA 12,,,11.44,NA
NLA06608-3127,1,NLA 12,,,38.736,2.31828
NLA06608-3127,1,NLA 12,,,19.25,1.34687
NLA06608-3147,1,NLA 07,,,37.656,0.4
NLA06608-3147,1,NLA 12,,,17.2,NA
NLA06608-3147,1,NLA 12,,,16.8,0.13807
NLA06608-3153,1,NLA 07,,,1.499,NA
NLA06608-3157,1,NLA 07,,,2.208,NA
NLA06608-3160,1,NLA 07,,,271.44,3.3
NLA06608-3160,1,NLA 12,,,98.66666667,1.29929
NLA06608-3160,1,NLA 12,,,60.11,1.33643
NLA06608-3169,1,NLA 07,,,54.432,NA
NLA06608-3169,1,NLA 12,,,10.36,0.13929
NLA06608-3169,1,NLA 12,,,9.04,0.1565
NLA06608-3169,2,NLA 12,,,12.61,0.16342
NLA06608-3169,2,NLA 12,,,9.52,NA
NLA06608-3177,1,NLA 12,,,1.46,0.1721
NLA06608-3177,1,NLA 12,,,1.36,NA
NLA06608-3228,1,NLA 07,,,8.704,NA
NLA06608-3265,1,NLA 07,,,1.768,NA
NLA06608-3303,1,NLA 07,,,35.424,NA
NLA06608-3313,1,NLA 07,,,7.728,NA
NLA06608-3320,1,NLA 07,,,19.067,NA
NLA06608-3329,1,NLA 07,,,3.704,NA
NLA06608-3329,1,NLA 12,,,1.432,NA
NLA06608-3329,1,NLA 12,,,0.704,NA
NLA06608-3480,1,NLA 07,,,38.88,NA
NLA06608-3484,1,NLA 07,,,83.5,NA
NLA06608-3532,1,NLA 12,,,12.61,0.10178
NLA06608-3532,1,NLA 12,,,20,0.11093
NLA06608-3586,1,NLA 12,,,12.8,NA
NLA06608-3586,1,NLA 12,,,18.9,0.185
NLA06608-3599,1,NLA 12,,,2.116,NA
NLA06608-3599,1,NLA 12,,,1.35,NA
NLA06608-3608,1,NLA 07,,,52.848,0.78
NLA06608-3613,1,NLA 12,,,26,1.95323
NLA06608-3613,1,NLA 12,,,23.28,5.09822
NLA06608-3616,1,NLA 07,,,1.688,NA
NLA06608-3644,1,NLA 07,,,19.2,0.21
NLA06608-3644,1,NLA 12,,,28,0.15962
NLA06608-3644,1,NLA 12,,,23.3,0.27871
NLA06608-3656,1,NLA 07,,,428,0.2
NLA06608-3660,1,NLA 07,,,5.25,NA
NLA06608-3698,1,NLA 07,,,4.592,NA
NLA06608-3698,1,NLA 12,,,6.528,NA
NLA06608-3698,1,NLA 12,,,4.82,NA
NLA06608-3700,1,NLA 12,,,12.88,0.16781
NLA06608-3700,1,NLA 12,,,7.68,NA
NLA06608-3750,1,NLA 12,,,4.6,0.83238
NLA06608-3750,1,NLA 12,,,5.323076923,0.58839
NLA06608-3760,1,NLA 12,,,13.28,0.11616
NLA06608-3760,1,NLA 12,,,8.08,NA
NLA06608-3839,1,NLA 12,,,1.83,0.11213
NLA06608-3839,1,NLA 12,,,0.51,0.10013
NLA06608-3846,1,NLA 07,,,0.896,NA
NLA06608-3890,1,NLA 07,,,2.768,NA
NLA06608-3911,1,NLA 07,,,29.12,0.17
NLA06608-3911,1,NLA 12,,,8.84,NA
NLA06608-3911,1,NLA 12,,,7.82,NA
NLA06608-3968,1,NLA 12,,,35.77142857,0.71709
NLA06608-3968,1,NLA 12,,,50.29,0.63212
NLA06608-4005,1,NLA 12,,,16.48,NA
NLA06608-4005,1,NLA 12,,,2.4,NA
NLA06608-4055,1,NLA 12,,,1.71,0.17728
NLA06608-4055,1,NLA 12,,,1.92,0.16295
NLA06608-4056,1,NLA 07,,,8.08,NA
NLA06608-4056,1,NLA 12,,,26.8,0.20405
NLA06608-4056,1,NLA 12,,,28.4,0.12967
NLA06608-4064,1,NLA 07,,,10.187,NA
NLA06608-4119,1,NLA 12,,,31.31,0.52865
NLA06608-4119,1,NLA 12,,,36.25714286,1.01812
NLA06608-4156,1,NLA 12,,,2.593333333,0.11843
NLA06608-4156,1,NLA 12,,,1.66,0.22642
NLA06608-4206,1,NLA 07,,,66.96,NA
NLA06608-4252,1,NLA 07,,,1.472,NA
NLA06608-4252,1,NLA 12,,,1.61,0.10688
NLA06608-4252,1,NLA 12,,,0.912,NA
NLA06608-4287,1,NLA 12,,,40.48,NA
NLA06608-4287,1,NLA 12,,,69.6,NA
NLA06608-4287,2,NLA 12,,,48,0.40025
NLA06608-4287,2,NLA 12,,,50.93333333,0.29681
NLA06608-4320,1,NLA 07,,,2.504,NA
NLA06608-4354,1,NLA 12,,,17.88,0.1015
NLA06608-4354,1,NLA 12,,,12.88,NA
NLA06608-4382,1,NLA 07,,,12.08,NA
NLA06608-4382,1,NLA 12,,,15,NA
NLA06608-4382,1,NLA 12,,,3.76,NA
NLA06608-4413,1,NLA 07,,,2.56,0.11
NLA06608-4414,1,NLA 07,,,12.1,NA
NLA06608-4440,1,NLA 07,,,34.2,0.2
NLA06608-4463,1,NLA 12,,,10.8,0.10199
NLA06608-4463,1,NLA 12,,,9.31,0.13856
NLA06608-4472,1,NLA 07,,,29.4,0.17
NLA06608-4472,1,NLA 12,,,33.9,0.14166
NLA06608-4472,1,NLA 12,,,33.8,0.14444
NLA06608-4504,1,NLA 07,,,18.514,NA
NLA06608-4504,1,NLA 12,,,7.43,0.13044
NLA06608-4504,1,NLA 12,,,11.4,0.15018
NLA06608-4509,1,NLA 12,,,6.088,NA
NLA06608-4509,1,NLA 12,,,6.22,NA
NLA06608-4537,1,NLA 12,,,4.2,0.23788
NLA06608-4537,1,NLA 12,,,3.74,0.15578
NLA06608-4555,1,NLA 12,,,55.07,NA
NLA06608-4555,1,NLA 12,,,92,NA
NLA06608-4610,1,NLA 07,,,5.383,NA
NLA06608-4610,1,NLA 12,,,11.77142857,0.12917
NLA06608-4610,1,NLA 12,,,10.14,0.16091
NLA06608-4627,1,NLA 12,,,8.586666667,NA
NLA06608-4627,1,NLA 12,,,5.81,0.10076
NLA06608-4627,2,NLA 12,,,3.44,0.10002
NLA06608-4627,2,NLA 12,,,5.8,NA
NLA06608-4643,1,NLA 07,,,13.834,0.12
NLA06608-4650,1,NLA 07,,,26.08,NA
NLA06608-4659,1,NLA 07,,,76.32,0.13
NLA06608-4684,1,NLA 12,,,34.4,0.1281
NLA06608-4684,1,NLA 12,,,17.68,NA
NLA06608-4685,1,NLA 12,,,1.029,NA
NLA06608-4685,1,NLA 12,,,2.024,NA
NLA06608-4685,2,NLA 12,,,6.16,NA
NLA06608-4685,2,NLA 12,,,2.89,NA
NLA06608-4686,1,NLA 07,,,16.8,NA
NLA06608-4686,1,NLA 12,,,11.664,NA
NLA06608-4686,1,NLA 12,,,7.63,0.18614
NLA06608-4698,1,NLA 07,,,104.4,NA
NLA06608-4744,1,NLA 12,,,26.06,0.44025
NLA06608-4744,1,NLA 12,,,39.2,0.57327
NLA06608-4760,1,NLA 12,,,39.36,NA
NLA06608-4760,1,NLA 12,,,15.472,NA
NLA06608-4788,1,NLA 12,,,2.176,NA
NLA06608-4788,1,NLA 12,,,4.58,NA
NLA06608-4796,1,NLA 12,,,9.35,NA
NLA06608-4796,1,NLA 12,,,8.112,NA
NLA06608-4828,1,NLA 07,,,4.617,NA
NLA06608-4867,1,NLA 12,,,3,0.1123
NLA06608-4867,1,NLA 12,,,3.01,0.14559
NLA06608-4884,1,NLA 12,,,1.89,NA
NLA06608-4884,1,NLA 12,,,1.712,NA
NLA06608-4923,1,NLA 12,,,6.25,0.20806
NLA06608-4923,1,NLA 12,,,3.858823529,0.2034
NLA06608-4929,1,NLA 07,,,38.304,NA
NLA06608-4938,1,NLA 12,,,6.55,NA
NLA06608-4938,1,NLA 12,,,5.65,NA
NLA06608-4949,1,NLA 07,,,NA,NA
NLA06608-9999,1,NLA 07,,,1.024,NA
NLA06608-ACAD_LAKES_0435,1,NLA 07,,,1.04,NA
NLA06608-ACAD_LAKES_0435,1,NLA 12,,,1.82,NA
NLA06608-ACAD_LAKES_0435,1,NLA 12,,,2.104,NA
NLA06608-ALPS-1218,1,NLA 07,,,1.085,NA
NLA06608-ALSC:020149,1,NLA 07,,,3.269,NA
NLA06608-ELS:1C2-032,1,NLA 07,,,14.184,NA
NLA06608-ELS:1C3-003,1,NLA 07,,,2.72,NA
NLA06608-ELS:1C3-003,1,NLA 12,,,3.208,NA
NLA06608-ELS:1C3-003,1,NLA 12,,,2.78,NA
NLA06608-ELS:1D1-035,1,NLA 07,,,31.36,NA
NLA06608-ELS:1D2-087,1,NLA 07,,,16.8,NA
NLA06608-ELS:1E1-052,1,NLA 07,,,1.672,NA
NLA06608-ELS:1E1-096,1,NLA 07,,,2.912,NA
NLA06608-ELS:1E1-128,1,NLA 07,,,3.152,NA
NLA06608-ELS:1E2-027,1,NLA 07,,,7.936,NA
NLA06608-ELS:1E3-002,1,NLA 07,,,11.408,0.98
NLA06608-ELS:1E3-012,1,NLA 07,,,1.168,NA
NLA06608-ELS:1E3-012,1,NLA 12,,,1.14,NA
NLA06608-ELS:1E3-012,1,NLA 12,,,1.012,NA
NLA06608-ELS:1E3-071,1,NLA 07,,,4.816,2.9
NLA06608-ELS:2B2-008,1,NLA 07,,,3.968,NA
NLA06608-ELS:2C2-048,1,NLA 07,,,5.64,NA
NLA06608-ELS:2C3-018,1,NLA 07,,,5.448,NA
NLA06608-ELS:2C3-018,1,NLA 12,,,9.52,NA
NLA06608-ELS:2C3-018,1,NLA 12,,,9.226666667,NA
NLA06608-ELS:2D3-008,1,NLA 07,,,1.113,NA
NLA06608-EMAP:ME011L,1,NLA 07,,,4.347,NA
NLA06608-EMAP:ME012L,1,NLA 07,,,0.688,NA
NLA06608-EMAP:ME254L,1,NLA 07,,,1.749,NA
NLA06608-EMAP:ME254L,1,NLA 12,,,1.708,NA
NLA06608-EMAP:ME254L,1,NLA 12,,,1.27,NA
NLA06608-EMAP:ME263L,1,NLA 07,,,1.84,NA
NLA06608-EMAP:ME518L,1,NLA 07,,,2.056,NA
NLA06608-EMAP:ME518L,1,NLA 12,,,1.588,NA
NLA06608-EMAP:ME518L,1,NLA 12,,,1.62,NA
NLA06608-FL:107895579,1,NLA 07,,,10.528,NA
NLA06608-FL:16674741,1,NLA 07,,,1.543,NA
NLA06608-FL:18261987,1,NLA 07,,,5.28,NA
NLA06608-FL:99324403,1,NLA 07,,,18.72,NA
NLA06608-FL:99344895,1,NLA 07,,,15.886,NA
NLA06608-IN:646,1,NLA 07,,,1.012,NA
NLA06608-MI:7007,1,NLA 07,,,2.747,NA
NLA06608-MN:03-0029,1,NLA 07,,,2.666,0.11
NLA06608-MN:06-0002,1,NLA 07,,,42.264,0.25
NLA06608-MN:11-0102,1,NLA 07,,,2.467,NA
NLA06608-MN:15-0010,1,NLA 07,,,2.867,0.14
NLA06608-MN:22-0074,1,NLA 07,,,47.952,0.94
NLA06608-MN:49-0140,1,NLA 07,,,1.212,NA
NLA06608-MN:51-0063,1,NLA 07,,,25.12,3.5
NLA06608-MN:56-0306,1,NLA 07,,,5.387,0.1
NLA06608-MN:61-0037,1,NLA 07,,,7,0.22
NLA06608-MN:74-0023,1,NLA 07,,,13.536,0.25
NLA06608-MN:75-0200,1,NLA 07,,,15.429,3.5
NLA06608-MN:77-0019,1,NLA 07,,,12.78,1.7
NLA06608-MN:87-0030,1,NLA 07,,,40.032,0.19
NLA06608-NELP-0253,1,NLA 07,,,1.035,NA
NLA06608-NELP-0955,1,NLA 07,,,0.824,NA
NLA06608-NELP-0955,1,NLA 12,,,0.932,NA
NLA06608-NELP-0955,1,NLA 12,,,1.26,NA
NLA06608-NELP-1041,1,NLA 07,,,5.312,NA
NLA06608-NELP-1041,1,NLA 12,,,4.208,NA
NLA06608-NELP-1041,1,NLA 12,,,3.49,NA
NLA06608-NELP-1330,1,NLA 07,,,0.816,NA
NLA06608-NELP-2155,1,NLA 07,,,0.728,NA
NLA06608-NELP-3355,1,NLA 07,,,0.888,NA
NLA06608-NELP-3586,1,NLA 07,,,1.083,NA
NLA06608-NELP-3586,1,NLA 12,,,1.38,NA
NLA06608-NELP-3586,1,NLA 12,,,1.31,NA
NLA06608-NH250L,1,NLA 07,,,3.992,NA
NLA06608-NH4912,1,NLA 07,,,0.779,NA
NLA06608-NH4912,1,NLA 12,,,1.06,NA
NLA06608-NH4912,1,NLA 12,,,0.604,NA
NLA06608-NV:2,1,NLA 07,,,1.288,NA
NLA06608-NV:2,1,NLA 12,,,1.908,NA
NLA06608-NV:2,1,NLA 12,,,1.86,NA
NLA06608-NV:3,1,NLA 07,,,3.416,NA
NLA06608-NV:4,1,NLA 07,,,28,NA
NLA06608-OH:19,1,NLA 07,,,5.888,NA
NLA06608-OH:22,1,NLA 07,,,0.996,NA
NLA06608-R10BULLTR,1,NLA 07,,,0.696,NA
NLA06608-R10CAPEHO,1,NLA 07,,,0.676,NA
NLA06608-R10CHARLT,1,NLA 07,,,0.199,NA
NLA06608-R10COUNCI,1,NLA 07,,,0.684,NA
NLA06608-R10DEERLA,1,NLA 07,,,0.652,NA
NLA06608-R10FISHLA,1,NLA 07,,,7.787,NA
NLA06608-R10FOURMI,1,NLA 07,,,2.736,NA
NLA06608-R10RAINYL,1,NLA 07,,,0.532,NA
NLA06608-R10SQUAWL,1,NLA 07,,,0.656,NA
NLA06608-R10ULAKE,1,NLA 07,,,6.04,NA
NLA06608-R10YELLOW,1,NLA 07,,,0.378,NA
NLA06608-R31,1,NLA 07,,,2.872,0.14
NLA06608-R314,1,NLA 07,,,3.968,NA
NLA06608-R315,1,NLA 07,,,2.48,NA
NLA06608-R318,1,NLA 07,,,5.344,NA
NLA06608-R319,1,NLA 07,,,12.112,NA
NLA06608-R32,1,NLA 07,,,1.68,NA
NLA06608-R322,1,NLA 07,,,2.032,NA
NLA06608-R323,1,NLA 07,,,15.96,0.32
NLA06608-R324,1,NLA 07,,,4.672,NA
NLA06608-R324,1,NLA 12,,,4.52,0.12198
NLA06608-R324,1,NLA 12,,,4.71,0.14536
NLA06608-R326,1,NLA 07,,,27.52,0.2
NLA06608-R328,1,NLA 07,,,2.24,0.14
NLA06608-R333,1,NLA 07,,,8.48,NA
NLA06608-R333,1,NLA 12,,,11.76,NA
NLA06608-R333,1,NLA 12,,,1.765,NA
NLA06608-R334,1,NLA 07,,,8.48,NA
NLA06608-R336,1,NLA 07,,,12,NA
NLA06608-R336,1,NLA 12,,,2.352,NA
NLA06608-R336,1,NLA 12,,,2.29,0.11113
NLA06608-R34,1,NLA 07,,,2.51,NA
NLA06608-R5:KATHRYN,1,NLA 07,,,4.096,NA
NLA06608-R5:KATHRYN,1,NLA 12,,,6.848,0.18757
NLA06608-R5:KATHRYN,1,NLA 12,,,4.58,0.10674
NLA06608-R5:OTTAWA,1,NLA 07,,,1.048,NA
NLA06608-R5:OTTAWA,1,NLA 12,,,1.143225806,NA
NLA06608-R5:OTTAWA,1,NLA 12,,,0.99,NA
NLA06608-R7101,1,NLA 07,,,118.4,0.17
NLA06608-R7103,1,NLA 07,,,77.2,6.4
NLA06608-R7104,1,NLA 07,,,112.464,0.98
NLA06608-R7106,1,NLA 07,,,30.672,NA
NLA06608-R715,1,NLA 07,,,70.272,0.63
NLA06608-R716,1,NLA 07,,,15.008,NA
NLA06608-R716,1,NLA 12,,,21.92,0.19254
NLA06608-R716,1,NLA 12,,,22.72,0.13197
NLA06608-R723,1,NLA 07,,,13.872,NA
NLA06608-R723,1,NLA 12,,,17.76,0.25476
NLA06608-R723,1,NLA 12,,,24.64,0.16185
NLA06608-R728,1,NLA 07,,,21.28,NA
NLA06608-R728,1,NLA 12,,,14.77,0.10048
NLA06608-R728,1,NLA 12,,,16.16,0.10418
NLA06608-R730,1,NLA 07,,,16.32,NA
NLA06608-R733,1,NLA 07,,,14.256,NA
NLA06608-R736,1,NLA 07,,,11.04,NA
NLA06608-R746,1,NLA 07,,,17.28,NA
NLA06608-R746,1,NLA 12,,,9.04,NA
NLA06608-R746,1,NLA 12,,,10.576,NA
NLA06608-R750,1,NLA 07,,,35.856,0.47
NLA06608-R759,1,NLA 07,,,4.784,NA
NLA06608-R764,1,NLA 07,,,7.984,NA
NLA06608-R764,1,NLA 12,,,3.896,NA
NLA06608-R764,1,NLA 12,,,3.66,NA
NLA06608-R767,1,NLA 07,,,0.79,NA
NLA06608-R767,1,NLA 12,,,1.42,NA
NLA06608-R767,1,NLA 12,,,1.184,NA
NLA06608-R769,1,NLA 07,,,1.494,NA
NLA06608-R770,1,NLA 07,,,2.704,NA
NLA06608-R770,1,NLA 12,,,2.69,0.10005
NLA06608-R770,1,NLA 12,,,2.682666667,NA
NLA06608-R772,1,NLA 07,,,7.6,NA
NLA06608-R775,1,NLA 07,,,5.36,NA
NLA06608-R784,1,NLA 07,,,6.752,NA
NLA06608-R788,1,NLA 07,,,7.28,0.26
NLA06608-R791,1,NLA 07,,,101.25,NA
NLA06608-R792,1,NLA 07,,,143.6,2.9
NLA06608-R796,1,NLA 07,,,99.52,2.5
NLA06608-TX:10,1,NLA 07,,,33.552,NA
NLA06608-TX:14,1,NLA 07,,,8.16,NA
NLA06608-TX:15,1,NLA 07,,,3.627,NA
NLA06608-TX:19,1,NLA 07,,,8.427,NA
NLA06608-TX:19,1,NLA 12,,,2.11,0.12509
NLA06608-TX:19,1,NLA 12,,,2.436,0.14155
NLA06608-TX:22,1,NLA 07,,,109.833,NA
NLA06608-TX:27,1,NLA 07,,,12.576,NA
NLA06608-TX:29,1,NLA 07,,,3.893,NA
NLA06608-TX:30,1,NLA 07,,,80.1,NA
NLA06608-TX:5,1,NLA 07,,,15.12,NA
NLA06608-WI:LOWES,1,NLA 07,,,149.04,0.18
NLA06608-WI:SY,1,NLA 07,,,32.904,NA
NLA12_AL-105,1,NLA 12,,,144.8,0.25983
NLA12_AL-105,1,NLA 12,,,136.94,0.27527
NLA12_AL-105,2,NLA 12,,,35.76,0.19399
NLA12_AL-105,2,NLA 12,,,31.6,0.30275
NLA12_AL-112,1,NLA 12,,,17.33,NA
NLA12_AL-112,1,NLA 12,,,9.386666667,NA
